cid,smiles,bioactivity,type,value (nM)
9923056,CC(C)(C)C1=CC=C(C=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,650
90039136,CC(C)(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,538
90039136,CC(C)(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,538
127024821,CC(C)CCNC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,3980
127024821,CC(C)CCNC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,3980
127024819,CC(C)CNC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6030
127024819,CC(C)CNC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,6030
127024468,CC(C)NC1=CC(=CC(=C1)C(=O)C2CCN(CC2)C3=NC4=C(C=C(C=C4)C#N)N=C3NC(C)C)Cl,Active,IC50,276
127024468,CC(C)NC1=CC(=CC(=C1)C(=O)C2CCN(CC2)C3=NC4=C(C=C(C=C4)C#N)N=C3NC(C)C)Cl,Active,IC50,276
122420763,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@@H](C4=C(C=C(C=C4)F)F)F,Active,IC50,82
122420758,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@@H](C4=C(C=CC(=C4)F)F)F,Active,IC50,82
122420743,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F,Active,IC50,49
122420743,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F,Active,IC50,49
127024457,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)C(C4=C(C=CC(=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,98
127024457,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)C(C4=C(C=CC(=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,98
155559864,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,310
127024727,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCN(CC3)CC4=C(C=CC(=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,310
127024696,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,29
127024696,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,29
90037662,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,20
90037662,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,20
127024452,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,21
127024452,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,21
127024695,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,12
127024695,CC(C)NC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,12
127024469,CC(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)C(=O)C4=CC(=CC(=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,28
127024469,CC(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)C(=O)C4=CC(=CC(=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,28
127024116,CC(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)CC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,26
127024116,CC(C)NC1=NC2=C(C=NC(=C2)C#N)N=C1N3CCC(CC3)CC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,26
118180376,CC(C)NC1=NC2=C(CCN(C2)C(=O)C)N=C1N3CCC([C@@H](C3)F)OC4=C(C=C(C=C4)F)F,Active,IC50,0.0378
118159240,CC(C)NC1=NC2=C(CCN(C2)C(=O)C)N=C1N3CCC(CC3)C(=O)C4=C(C=CC(=C4)Cl)F,Active,IC50,0.0138
118180374,CC(C)NC1=NC2=C(CCN(C2)CN3CCOCC3)N=C1N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,IC50,0.0626
118159151,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)C(=O)C4=C(C=CC(=C4)Cl)F,Active,IC50,9800
118159151,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)C(=O)C4=C(C=CC(=C4)Cl)F,Active,IC50,9800
118159151,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)C(=O)C4=C(C=CC(=C4)Cl)F,Active,IC50,9800
118159272,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)F,Active,IC50,8500
118159272,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)F,Active,IC50,8500
118159272,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)F,Active,IC50,8500
118159235,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,9500
118159235,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,9500
118159235,CC(C)NC1=NC2=C(CN(CC2)C(=O)C)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,9500
118159276,CC(C)NC1=NC2=C(CN(CC2)C)N=C1N3CCC(CC3)C(=O)C4=C(C=CC(=C4)Cl)F,Active,IC50,8800
118159276,CC(C)NC1=NC2=C(CN(CC2)C)N=C1N3CCC(CC3)C(=O)C4=C(C=CC(=C4)Cl)F,Active,IC50,8800
118159276,CC(C)NC1=NC2=C(CN(CC2)C)N=C1N3CCC(CC3)C(=O)C4=C(C=CC(=C4)Cl)F,Active,IC50,8800
127024252,CC(C)NC1=NC2=CC(=NC=C2N=C1N3CCC(CC3)C(=O)C4=CC(=CC(=C4)F)F)C(=O)N(C)C.C(=O)(C(F)(F)F)O,Active,IC50,16
127024252,CC(C)NC1=NC2=CC(=NC=C2N=C1N3CCC(CC3)C(=O)C4=CC(=CC(=C4)F)F)C(=O)N(C)C.C(=O)(C(F)(F)F)O,Active,IC50,16
127024697,CC(C)NC1=NC2=CC(=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)Cl)F)C(=O)N(C)C.C(=O)(C(F)(F)F)O,Active,IC50,6
127024697,CC(C)NC1=NC2=CC(=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)Cl)F)C(=O)N(C)C.C(=O)(C(F)(F)F)O,Active,IC50,6
127024563,CC(C)NC1=NC2=CC(=NC=C2N=C1N3CCN(CC3)CC4=C(C=C(C=C4)F)F)C(=O)N(C)C.C(=O)(C(F)(F)F)O,Active,IC50,40
127024563,CC(C)NC1=NC2=CC(=NC=C2N=C1N3CCN(CC3)CC4=C(C=C(C=C4)F)F)C(=O)N(C)C.C(=O)(C(F)(F)F)O,Active,IC50,40
155532393,CC(C)NC1=NC2=CC=CC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)Cl)F.Cl,Active,IC50,51
127024820,CC(C)NC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,3310
127024820,CC(C)NC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,3310
127024156,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,14
127024156,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,14
127024343,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)C(=O)C4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,54
127024343,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)C(=O)C4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,54
127024502,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,6
127024502,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,6
127024565,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)CC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,15
127024565,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)CC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,15
127024253,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)C#N)F.C(=O)(C(F)(F)F)O,Active,IC50,72
127024253,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)C#N)F.C(=O)(C(F)(F)F)O,Active,IC50,72
127024301,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,7
127024301,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,7
127024115,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,4
127024115,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,4
127024114,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,6
127024114,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,6
127024201,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OCF)F.C(=O)(C(F)(F)F)O,Active,IC50,8
127024201,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OCF)F.C(=O)(C(F)(F)F)O,Active,IC50,8
90038724,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=CC=CC(=C4)OC.C(=O)(C(F)(F)F)O,Active,IC50,1000
90038724,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=CC=CC(=C4)OC.C(=O)(C(F)(F)F)O,Active,IC50,1000
127024302,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCN(CC3)CC4=CC(=CC=C4)OC.C(=O)(C(F)(F)F)O,Active,IC50,44
127024302,CC(C)NC1=NC2=CN=NC=C2N=C1N3CCN(CC3)CC4=CC(=CC=C4)OC.C(=O)(C(F)(F)F)O,Active,IC50,44
127024196,CC(C)OCCNC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,3330
127024196,CC(C)OCCNC1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,IC50,3330
127024551,CC(C1=CC=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5)O.C(=O)(C(F)(F)F)O,Active,IC50,6040
127024551,CC(C1=CC=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5)O.C(=O)(C(F)(F)F)O,Active,IC50,6040
127024564,CC[C@@H](C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,30
127024564,CC[C@@H](C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,30
127024503,CC[C@H](C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,21
127024503,CC[C@H](C)NC1=NC2=CN=NC=C2N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,21
127024766,CC1=C(C(=CC=C1)CN2CCN(CC2)C3=NC4=CC=CC=C4N=C3NC5CC5)C.C(=O)(C(F)(F)F)O,Active,IC50,3640
127024766,CC1=C(C(=CC=C1)CN2CCN(CC2)C3=NC4=CC=CC=C4N=C3NC5CC5)C.C(=O)(C(F)(F)F)O,Active,IC50,3640
9921833,CC1=C(C(=NO1)C)C(=O)N=C2N3CCN=C3SS2,Active,IC50,350
9921833,CC1=C(C(=NO1)C)C(=O)N=C2N3CCN=C3SS2,Active,IC50,350
9921833,CC1=C(C(=NO1)C)C(=O)N=C2N3CCN=C3SS2,Active,IC50,460
9921833,CC1=C(C(=NO1)C)C(=O)N=C2N3CCN=C3SS2,Active,IC50,460
9967985,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N=C3N4CCN=C4SS3,Active,IC50,2460
9967985,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N=C3N4CCN=C4SS3,Active,IC50,2460
127024546,CC1=C(C=C(C=C1Cl)F)S(=O)(=O)N2CCN(CC2)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,960
127024546,CC1=C(C=C(C=C1Cl)F)S(=O)(=O)N2CCN(CC2)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,960
127024194,CC1=C(C=CC(=C1)C(=O)N2CCN(CC2)C3=NC4=CC=CC=C4N=C3NC5CC5)Cl.C(=O)(C(F)(F)F)O,Active,IC50,720
127024194,CC1=C(C=CC(=C1)C(=O)N2CCN(CC2)C3=NC4=CC=CC=C4N=C3NC5CC5)Cl.C(=O)(C(F)(F)F)O,Active,IC50,720
90038968,CC1=C2C(=C(N=N1)C)N=C(C(=N2)NC(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,60
155512341,CC1=C2C(=CN=N1)N=C(C(=N2)NC(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,IC50,31
127024283,CC1=CC(=C(C=C1)C)CN2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,380
127024283,CC1=CC(=C(C=C1)C)CN2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,380
127024545,CC1=CC(=C(C=C1Cl)C)S(=O)(=O)N2CCN(CC2)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,450
127024545,CC1=CC(=C(C=C1Cl)C)S(=O)(=O)N2CCN(CC2)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,450
118308635,CC1=CC(=C2C(=C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl)NC5CC5)C,Active,IC50,5310
118308635,CC1=CC(=C2C(=C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl)NC5CC5)C,Active,IC50,5310
9943518,CC1=CC(=CC=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,140
9943518,CC1=CC(=CC=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,140
9943518,CC1=CC(=CC=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,790
9943518,CC1=CC(=CC=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,790
9835387,CC1=CC(=CC=C1)C(=O)NC(=S)N2CCNC2=S,Active,IC50,3800
9835387,CC1=CC(=CC=C1)C(=O)NC(=S)N2CCNC2=S,Active,IC50,3800
90039111,CC1=CC(=CC=C1)CN2CCN(CC2)C3=NC4=C(C=CC=N4)N=C3NC5CC5,Active,IC50,840
90039111,CC1=CC(=CC=C1)CN2CCN(CC2)C3=NC4=C(C=CC=N4)N=C3NC5CC5,Active,IC50,840
90038768,CC1=CC(=NO1)C(=O)N2CCN(CC2)C3=NC4=CC=CC=C4N=C3NC5CC5,Active,IC50,3210
90038768,CC1=CC(=NO1)C(=O)N2CCN(CC2)C3=NC4=CC=CC=C4N=C3NC5CC5,Active,IC50,3210
90038235,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC5,Active,IC50,4740
90038235,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC5,Active,IC50,4740
127024732,CC1=CC=CC=C1C(=O)C2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,5780
127024732,CC1=CC=CC=C1C(=O)C2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,5780
90039689,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)[C@@H](C5=C(C=CC(=C5)F)F)F,Active,IC50,11
90039689,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)[C@@H](C5=C(C=CC(=C5)F)F)F,Active,IC50,11
127024295,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,6
127024295,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,6
90038652,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,7
90038652,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,7
127024735,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,20
127024735,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,20
90038198,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)CN5C=C(C=CC5=O)Cl,Active,IC50,770
155524412,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)CN5C=C(C=CC5=O)Cl.C(=O)(C(F)(F)F)O,Active,IC50,770
90038064,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)S(=O)(=O)C5=CC=C(C=C5)F.C(=O)(C(F)(F)F)O,Active,IC50,93
90038064,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)S(=O)(=O)C5=CC=C(C=C5)F.C(=O)(C(F)(F)F)O,Active,IC50,93
127024466,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,9
127024466,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,9
118308547,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=CC(=C5)F)F)(F)F,Active,IC50,45
118308547,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=CC(=C5)F)F)(F)F,Active,IC50,45
127024467,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,2
127024467,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,2
90038529,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)CN5C=CC(=CC5=O)F,Active,IC50,380
155569123,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)CN5C=CC(=CC5=O)F.C(=O)(C(F)(F)F)O,Active,IC50,380
127024294,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,18
127024294,CC1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,18
118159181,CC1C2=C(CCN1C(=O)COC)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC(C)C,Active,IC50,0.091
155529253,CC1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,145
118180377,CC1CN(CC2=C1N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC(C)C)C(=O)N(C)C,Active,IC50,0.0138
127024402,CCNC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,39
127024402,CCNC1=NC2=C(C=CN=C2)N=C1N3CCC(CC3)OC4=C(C=C(C=C4)OC)F.C(=O)(C(F)(F)F)O,Active,IC50,39
127024553,CCOC1=CC=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,1023
127024553,CCOC1=CC=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,1023
127024117,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)[C@@H](C4=C(C=C(C=C4)F)F)F)NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,10
127024117,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)[C@@H](C4=C(C=C(C=C4)F)F)F)NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,10
127024733,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F)NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,8
127024733,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)[C@H](C4=C(C=C(C=C4)F)F)F)NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,8
90038977,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC5,Active,IC50,5
90038977,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC5,Active,IC50,5
127024566,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NCC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,65
127024566,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NCC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,65
90038513,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCN(CC3)C(=O)C4=C(C=CC(=C4)F)Cl)NC5CC5,Active,IC50,1572
90038513,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCN(CC3)C(=O)C4=C(C=CC(=C4)F)Cl)NC5CC5,Active,IC50,1572
127024292,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)OC)F)NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,939
127024292,CN(C)C(=O)C1=NC=C2C(=C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)OC)F)NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,939
90038218,CN(C)C(=O)C1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC)F,Active,IC50,54
90038218,CN(C)C(=O)C1=NC=CC2=C1N=C(C(=N2)NC3CC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC)F,Active,IC50,54
118159362,CN(C)C(=O)N1CCC2=C(C1)N=C(C(=N2)NCC(F)F)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,9100
118159362,CN(C)C(=O)N1CCC2=C(C1)N=C(C(=N2)NCC(F)F)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,9100
118159362,CN(C)C(=O)N1CCC2=C(C1)N=C(C(=N2)NCC(F)F)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,IC50,9100
118159174,CN1CCC2=C(C1)N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F,Active,IC50,9400
118159174,CN1CCC2=C(C1)N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F,Active,IC50,9400
118159174,CN1CCC2=C(C1)N=C(C(=N2)NC3CC3)N4CCC(CC4)C(C5=C(C=C(C=C5)F)F)F,Active,IC50,9400
