cid,smiles,bioactivity,type,value (nM)
151857492,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC=C(C=C4)F,Active,EC50,79.43
149841454,COC1=CC(=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,79.43
151869043,CC1=CN=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,79.43
150900907,CC1=NC(=C(C=C1)C(=O)NC2=CN=C(N=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C#N)OC,Active,EC50,79.43
152270745,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=C(C=C(C=C4)OC)F,Active,EC50,79.43
118310226,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC(C)C.C(=O)(C(F)(F)F)O,Active,EC50,80.1
118320492,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@@H]3CCOC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC(F)F)F,Active,EC50,81.4
122420763,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@@H](C4=C(C=C(C=C4)F)F)F,Active,IC50,82.0
122420758,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)[C@@H](C4=C(C=CC(=C4)F)F)F,Active,IC50,82.0
127024400,COC1=CC(=C(C=C1)CN2CCN(CC2)C3=NC4=C(C=CN=C4C#N)N=C3NC5CC5)F.C(=O)(C(F)(F)F)O,Active,IC50,88.0
91827633,CC1=CC2=C(C=N1)N=C(C(=N2)NC(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,88.2
90038387,C1CC1NC2=NC3=CC(=NC=C3N=C2N4CCC(CC4)C(=O)C5=C(C=CC(=C5)C#N)Cl)Cl,Active,IC50,89.0
127024501,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)OC5=C(C=C(C=C5)C#N)F.C(=O)(C(F)(F)F)O,Active,IC50,90.0
127024693,C1CC1NC2=NC3=C(C=C(C=C3)C#N)N=C2N4CCC(CC4)OC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,90.0
166626675,CN(C)C(=O)C1=CC2=C(C=C1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=CC(=C4)Cl)Cl)NC5CC5,Active,EC50,90.0
127024640,COC1=CC(=C(C=C1)CN2CCN(CC2)C3=NC4=CN=C(C=C4N=C3NC5CC5)N6CCOCC6)F,Active,IC50,92.0
155523116,COC1=CC(=C(C=C1)CN2CCN(CC2)C3=NC4=CN=C(C=C4N=C3NC5CC5)N6CCOCC6)F.C(=O)(C(F)(F)F)O,Active,IC50,92.0
90038064,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCC(CC4)S(=O)(=O)C5=CC=C(C=C5)F.C(=O)(C(F)(F)F)O,Active,IC50,93.0
118320493,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)NC5CC5,Active,EC50,94.9
127024146,C1CN(CCN1CC2=C(C=CC(=C2)Cl)Cl)C3=NC4=C(C=CC(=C4)C#N)N=C3NC5CC(=O)C5.C(=O)(C(F)(F)F)O,Active,IC50,97.0
127024457,CC(C)NC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)C(C4=C(C=CC(=C4)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,98.0
9878257,C1CN2C(=N1)SSC2=NC(=O)C3=CC=NO3,Active,IC50,100.0
9856955,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC=C3F,Active,IC50,100.0
9860209,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CS3,Active,IC50,100.0
148258520,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=CC=CNC4=O,Active,EC50,100.0
151597098,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)C(=O)C4=C(C=CC(=C4)F)F,Active,EC50,100.0
151676814,CN(C)C(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC(=C4)F)OC,Active,EC50,100.0
152710332,COC1=C(C=CC(=C1)Br)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,100.0
149729892,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC=CC=C4C#N,Active,EC50,100.0
149672766,CN1C=CC=C(C1=O)C(=O)NC2=CC=CC=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,100.0
150577755,CC1=C(ON=C1C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C,Active,EC50,100.0
152117365,CC1=NC(=CS1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,100.0
155531704,C1CN(CCC1OC2=CC=CC=C2)C3=C(C=C(C=N3)C#N)NC(=O)C4=CC=CC=N4,Active,EC50,100.0
151827186,COC1=C(C=CC=N1)C(=O)NC2=C(N=CC(=C2)CO)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,100.0
152247712,COC1=CC(=C(C=C1)OC2CCN(CC2)C3=C(C=C(C=C3)S(=O)(=O)C)NC(=O)C4=CN(N=C4OC)CF)F,Active,EC50,100.0
135349192,COC1=C(C=CN=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,100.0
151207233,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=C(C=CC=N4)F,Active,EC50,100.0
150707294,CN1C=CC=C(C1=O)C(=O)NC2=C(N=CC(=C2)S(=O)(=O)N3CCOCC3)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,100.0
152221334,CC(=O)NCC1=CC(=C(N=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,100.0
153518593,CCNC(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,100.0
135349293,CC1=CC(=C(N=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=CN(N=C4OC)C,Active,EC50,100.0
135349224,COC1=CC=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,100.0
118310228,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)N[C@@H]5CCOC5,Active,EC50,101.7
9921301,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CO3,Active,IC50,110.0
9966125,C1CN(C(=S)N1)C(=S)NC(=O)C2=C(C=C(C=C2)F)F,Active,IC50,110.0
155525944,COC1=CC(=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=CN=C4N5CCOCC5)N=C3NC6CC6)F.C(=O)(C(F)(F)F)O,Active,IC50,114.0
127024728,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,120.0
152511440,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC(=CC=C4)C#N,Active,EC50,125.89
151018199,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)C(=O)C4=CC=C(C=C4)Cl,Active,EC50,125.89
150825768,COCC1=CC(=C(C=N1)NC(=O)C2=C(N=CC=C2)OC)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
135349202,CN1C=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
152007148,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=CN=C5N(C4=O)C=CS5,Active,EC50,125.89
135349182,CC1=CN=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
151910418,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC=CC=C4F,Active,EC50,125.89
153518603,COC1=C(C=CC=N1)C(=O)NC2=CN=C(C=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C(=O)N,Active,EC50,125.89
152262698,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)C(=O)C4=C(C=CC(=C4)Cl)F,Active,EC50,125.89
150811215,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=C(C=C(C=C4)F)C#N,Active,EC50,125.89
135349248,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)C(=O)C4=C(C=C(C=C4)OC)F,Active,EC50,125.89
150951975,COC1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,125.89
152286837,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=CC=CC=C4F,Active,EC50,125.89
135349411,COC1=NC=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
149758786,COC1=C(C=C(C=C1)C(F)(F)F)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
135349191,COC1=C(C=CC=C1F)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
147880067,COC1=C(C=CC=N1)C(=O)NC2=C(C=C(N=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
150412686,CC1=CC(=NN1C)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
151943983,COC1=C(C=CC=N1)C(=O)NC2=CN=C(C=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C(F)(F)F,Active,EC50,125.89
135349366,COC1=NC(=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,125.89
135349304,CC1=CC(=C(N=C1)OC)C(=O)NC2=C(N=CC(=C2)C(=O)N(C)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,125.89
118320534,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)N[C@H]5CCOC5,Active,EC50,128.0
10267725,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC4=CC=CC=C43,Active,IC50,130.0
9966813,C1CN2C(=N1)SSC2=NC(=O)C3=CC4=CC=CC=C4S3,Active,IC50,130.0
9835042,C1CN2C(=N1)SSC2=NC(=O)C3=CN=CC=C3,Active,IC50,133.0
9943518,CC1=CC(=CC=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,140.0
127024455,C1CC1NC2=NC3=C(C=CN=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,140.0
127024737,C1CC1NC2=NC3=CC(=C(C=C3N=C2N4CCC(CC4)CC5=C(C=C(C=C5)F)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,140.0
127024157,C[C@@H]1C[C@H]1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,145.0
155529253,CC1CC1NC2=NC3=CN=NC=C3N=C2N4CCC(CC4)[C@H](C5=C(C=C(C=C5)F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,145.0
127024779,CSC1=CC=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5.C(=O)(C(F)(F)F)O,Active,IC50,146.0
118320530,CC1=CC2=C(C=N1)N=C(C(=N2)NC3CC3)N4CCN(CC4)CC5=C(C=C(C=C5)OC)F,Active,EC50,158.1
153518606,CS(=O)(=O)C1=CC(=C(C=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C5N(CCCCO5)N=C4,Active,EC50,158.49
153518621,CC(C)NC(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,158.49
149841244,CC1=CN2C(=NC=C(C2=O)C(=O)NC3=C(C=CC(=C3)C#N)N4CCC(CC4)OC5=C(C=C(C=C5)F)F)C=C1,Active,EC50,158.49
135349238,CCN1C(=CC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C,Active,EC50,158.49
150325479,COC1=C(C=CC(=N1)C(F)(F)F)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,158.49
152307803,CC1=CC(=NC(=N1)C)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,158.49
150708761,CC1=C(N(C(=O)C(=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C)C,Active,EC50,158.49
135349219,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC(=CC=C4)F,Active,EC50,158.49
150961133,CC1=CC=C(C(=O)N1C)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,158.49
150753752,CC1=NC(=C(C=C1)C(=O)NC2=CN=C(C=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C(=O)N(C)C)OC,Active,EC50,158.49
149657740,COC1=C(C=CC=N1)C(=O)NC2=CN=C(C=C2N3CCC(CC3)OC4=C(C=C(C=C4)F)F)C(=O)N[C@@H]5CCOC5,Active,EC50,158.49
152178097,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=CC5=CC=CN5C=N4,Active,EC50,158.49
151578103,CN1C=C(C(=N1)OC)C(=O)NC2=C(C=NC(=C2)C#N)N3CCN(CC3)CC4=C(C(=C(C=C4)F)F)F,Active,EC50,158.49
149988071,CC1=CSC(=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,158.49
135349205,CC1=NC=C(C(=N1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,158.49
150448890,COC1=NN=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,158.49
152195758,COC1=C(C=C(C=C1F)F)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,158.49
151008434,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=CN=C5C=CC=CN5C4=O,Active,EC50,158.49
150216631,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)C(C4=C(C=C(C=C4)F)F)(F)F,Active,EC50,158.49
152484163,CC1=CSC2=NC=C(C(=O)N12)C(=O)NC3=C(C=CC(=C3)C#N)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,158.49
152332775,COC1=C(C=CC(=N1)Cl)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,158.49
151187021,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=C(C=C(C=C4F)F)F,Active,EC50,158.49
135349345,COC1=CC(=C(C=C1)F)CN2CCN(CC2)C3=C(C=C(C=C3)C#N)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,158.49
152373279,COC1=C(C=CC=N1)C(=O)NC2=C(C=CN=C2)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,158.49
135349164,CC1=NC(=C(C=C1)NC(=O)C2=C(N=CC(=C2)F)OC)N3CCN(CC3)CC4=CC=C(C=C4)F,Active,EC50,158.49
127024296,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=NC4=C(C=CC(=C4)C#N)N=C3NCCC(F)(F)F.C(=O)(C(F)(F)F)O,Active,IC50,160.0
118320494,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@H]3CCOC3)N4CCC(CC4)OC5=C(C=C(C=C5)OC(F)F)F,Active,EC50,162.2
118310202,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5COC5,Active,EC50,163.7
10267726,C1CN2C(=N1)SSC2=NC(=O)C3=CC4=CC=CC=C4C=C3,Active,IC50,170.0
9966125,C1CN(C(=S)N1)C(=S)NC(=O)C2=C(C=C(C=C2)F)F,Active,IC50,170.0
5142438,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CC=C3,Active,IC50,170.0
9967340,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)C(F)(F)F,Active,IC50,170.0
127024774,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)OC5=C(C=C(C=C5F)F)F.C(=O)(C(F)(F)F)O,Active,IC50,170.0
90037448,C1CC1NC2=NC3=C(C=CC(=C3)C#N)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl,Active,EC50,174.0
137395520,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)F)F)NC5CC5.C(=O)(C(F)(F)F)O,Active,EC50,188.0
10224726,C1CN2C(=N1)SSC2=NC(=O)C3=C(N(N=C3)C4=CC=C(C=C4)Cl)C(F)(F)F,Active,IC50,189.7
9966063,C1CN2C(=N1)SSC2=NC(=O)C3=C(C=C(C=C3)F)F,Active,IC50,190.0
9966813,C1CN2C(=N1)SSC2=NC(=O)C3=CC4=CC=CC=C4S3,Active,IC50,190.0
118308644,COC1=CC=C(C=C1)OC2CCN(CC2)C3=NC4=C(C=CN=C4)N=C3NC5CC5,Active,IC50,190.0
148777956,C1CC1C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)C#N)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,199.53
135349195,COC1=C(C=C(C=C1)Cl)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,199.53
150407559,CC1=CC(=C(C=C1)OC)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,199.53
153518617,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=CC=C(C=C4)F,Active,EC50,199.53
151837744,CC1=CN2C(=O)C(=CN=C2S1)C(=O)NC3=C(C=CC(=C3)C#N)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,199.53
148861723,CNC(=O)C1=NC=C(C(=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,199.53
135349350,COC1=C(C=CC=C1Cl)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,199.53
152660392,COC1=CC(=NC=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,199.53
152207408,COC1=C(C=C2CCCC2=N1)C(=O)NC3=C(C=CC(=C3)C#N)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,199.53
152193243,CC1=CC=C(C=C1)SC2CCN(CC2)C3=C(C=C(C=N3)C#N)NC(=O)C4=CC=CC=N4,Active,EC50,199.53
150729775,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=CC(=CC=C4)OC(F)(F)F,Active,EC50,199.53
151665473,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)C(=O)C4=CC=C(C=C4)F,Active,EC50,199.53
151213963,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=CC=CC=C4OC(F)F,Active,EC50,199.53
151332354,CCOC1=C(C=NN1C)C(=O)NC2=C(N=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,199.53
149894331,CN1C(=C(C=N1)C(=O)NC2=C(N=C(C=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F)OC,Active,EC50,199.53
135349159,CN(C)C(=O)C1=CC(=C(C=C1)N2CCC(CC2)OC3=C(C=C(C=C3)F)F)NC(=O)C4=C(N=CC=C4)OC,Active,EC50,199.53
150493133,CC1=CC=CN2C1=NC=C(C2=O)C(=O)NC3=C(C=CC(=C3)C#N)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,199.53
151373060,COC1=C(C(=CC=C1)F)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,199.53
135349353,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=CC=C(C=C4)OC,Active,EC50,199.53
9965548,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)F,Active,IC50,200.0
127024775,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCC(CC4)C(=O)C5=C(C=C(C=C5F)Cl)F.C(=O)(C(F)(F)F)O,Active,IC50,200.0
9835741,COC1=CC=C(C=C1)C(=O)N=C2N3CCN=C3SS2,Active,IC50,210.0
9856954,C1CN2C(=N1)SSC2=NC(=O)C3=CC(=CC=C3)F,Active,IC50,220.0
127024191,C1CN(CCN1CC2=C(C=C(C=C2)F)F)C3=NC4=C(C=NC=C4)N=C3NCC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,230.0
9856954,C1CN2C(=N1)SSC2=NC(=O)C3=CC(=CC=C3)F,Active,IC50,240.0
9921301,C1CN2C(=N1)SSC2=NC(=O)C3=CC=CO3,Active,IC50,250.0
90038615,COCCNC1=NC2=C(C=C(C=C2)C#N)N=C1N3CCC(CC3)CC4=C(C=C(C=C4)F)F,Active,IC50,250.0
90038545,C1CC1NC2=NC3=C(C=C(C=C3)C#N)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)Cl,Active,IC50,250.0
151457561,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)[C@@H](C4=C(C=C(C=C4)F)F)F,Active,EC50,251.19
152046674,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=CC=C(C=C4)OC(F)F,Active,EC50,251.19
135349348,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=CC(=C(C=C4)F)F,Active,EC50,251.19
151990565,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=N4)F)F,Active,EC50,251.19
150931357,CC1=CC=CC2=NC=C(C(=O)N12)C(=O)NC3=C(C=CC(=C3)C#N)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,251.19
135349303,CN1C=C(N=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,251.19
149975672,CC1=NC=CN=C1C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,251.19
148152005,C1CC2=CC(=NN2C1)C(=O)NC3=C(C=CC(=C3)C#N)N4CCC(CC4)OC5=C(C=C(C=C5)F)F,Active,EC50,251.19
152646227,CN1C=C(C(=N1)OC)C(=O)NC2=C(N=CC(=C2)C#N)N3CCN(CC3)CC4=C(C(=C(C=C4F)F)OC)F,Active,EC50,251.19
135349222,CC1=CC(=C(C=C1)Cl)OC2CCN(CC2)C3=C(C=C(C=N3)C#N)NC(=O)C4=CC=CC=N4,Active,EC50,251.19
152352909,CCOC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,251.19
150610150,CN1C=C(N=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,251.19
150057115,COC1=C(C=CC=N1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCN(CC3)CC4=CC=CS4,Active,EC50,251.19
151939823,C1CN(CCC1OC2=C(C=C(C=C2)F)F)C3=C(C=C(C=C3)C#N)NC(=O)C4=NSC=C4,Active,EC50,251.19
152367560,CC1=NN=C(C=C1)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(C=C(C=C4)F)F,Active,EC50,251.19
150585218,COC1=CC(=C(C=C1)C(=O)N2CCN(CC2)C3=C(C=C(C=C3)C#N)NC(=O)C4=C(N=CC=C4)OC)F,Active,EC50,251.19
151211558,CN1C=CC=C(C1=O)C(=O)NC2=C(C=CC(=C2)C#N)N3CCC(CC3)OC4=C(N=CC(=C4)F)F,Active,EC50,251.19
9836813,C1CN(C(=S)N1)C(=S)NC(=O)C2=CC3=CC=CC=C3S2,Active,IC50,260.0
127024759,C1CC1NC2=NC3=CN=NC=C3N=C2N4CCN(CC4)CC5=C(C=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Active,IC50,260.0
9944074,C1CN2C(=N1)SSC2=NC(=O)C3=CC=C(C=C3)Cl,Active,IC50,270.0
127024454,C1CC1NC2=NC3=C(C=NC=C3)N=C2N4CCN(CC4)CC5=C(C=CC(=C5)Cl)OC(F)F.C(=O)(C(F)(F)F)O,Active,IC50,270.0
118310215,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCN(CC3)CC4=C(C=C(C=C4)OC)F)NC(C)C,Active,EC50,275.6
127024468,CC(C)NC1=CC(=CC(=C1)C(=O)C2CCN(CC2)C3=NC4=C(C=C(C=C4)C#N)N=C3NC(C)C)Cl,Active,IC50,276.0
118320532,CC1=CC2=C(C=N1)N=C(C(=N2)N[C@H]3CCOC3)N4CCN(CC4)CC5=C(C=C(C=C5)OC)F,Active,EC50,277.8
90037932,C1CC(C1)NC2=NC3=C(C=C(C=C3)C#N)N=C2N4CCN(CC4)C(=O)C5=CC=C(C=C5)Cl,Active,IC50,300.0
118310213,CC1=CC2=C(C=N1)N=C(C(=N2)N3CCC(CC3)OC4=C(C=C(C=C4)OC(F)F)F)NC(C)C,Active,EC50,309.0
