,cid,smiles,bioactivity,type,value (nM),pIC50
328,118159313,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(C=O)CC2,Inactive,IC50,43200.0,4.364516253185088
329,118159165,CC(=O)N1CCc2nc(N3CCN(Cc4ccc(F)cc4F)CC3)c(NC3CCC3)nc2C1,Inactive,IC50,43700.0,4.359518563029578
330,118159205,CS(=O)(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC3CCC3)nc2C1,Inactive,IC50,49300.0,4.30715308072277
331,118159289,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1,Inactive,IC50,49700.0,4.303643611266668
332,118159342,CC1c2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2CCN1S(C)(=O)=O,Inactive,IC50,52000.0,4.2839966563652006
333,118159161,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC3CCC3)nc2C1,Inactive,IC50,55000.0,4.259637310505756
334,118159267,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)CC#N)C2,Inactive,IC50,55200.0,4.2580609222708015
335,118180378,CS(=O)(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1,Inactive,IC50,57200.0,4.242603971206976
336,118159164,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(N[C@H]3CCOC3)nc2C1,Inactive,IC50,58700.0,4.231361898752385
337,118159364,CCC(=O)N1CCc2nc(N3CCN(Cc4ccc(F)cc4F)CC3)c(N[C@H]3CCOC3)nc2C1,Inactive,IC50,59100.0,4.228412519118745
338,118159355,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(S(C)(=O)=O)C2C,Inactive,IC50,59300.0,4.226945306635737
339,118159352,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(C)CC2,Inactive,IC50,59500.0,4.22548303427145
340,118159255,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(S(C)(=O)=O)C2,Inactive,IC50,61800.0,4.209011524911184
341,118159206,CC[C@H](C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(C)=O)C2,Inactive,IC50,62000.0,4.2076083105017466
342,118159169,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CCN(C(C)=O)C4)CC2)c(F)c1,Inactive,IC50,62500.0,4.204119982655925
343,118857196,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CCN(C(C)=O)C4C)CC2)c(F)c1,Inactive,IC50,62500.0,4.204119982655925
344,118159248,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)N1CCOCC1)C2,Inactive,IC50,62600.0,4.20342566678957
345,118159217,CC(=O)N1CCc2nc(N3CCN(Cc4ccc(F)cc4F)CC3)c(N[C@@H]3CCOC3)nc2C1,Inactive,IC50,63200.0,4.199282921717615
346,118159340,CO[C@H](C)C(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1,Inactive,IC50,64000.0,4.1938200260161125
347,118159227,COCC(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1C,Inactive,IC50,68000.0,4.167491087293763
348,118159173,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(CCF)CC2,Inactive,IC50,69200.0,4.1598939055432425
349,118159301,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC3CC(O)C3)nc2C1,Inactive,IC50,69750.0,4.156455788054365
350,118159376,COCC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,71500.0,4.145693958198919
351,118159253,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1C,Inactive,IC50,73200.0,4.135488918941608
352,118159235,CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,73700.0,4.132532512140949
353,118159385,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CN(C(C)=O)CC4)CC2)c(F)c1,Inactive,IC50,74100.0,4.130181792020672
354,118159314,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(CCF)C2,Inactive,IC50,74800.0,4.126098402135539
355,118159172,CC(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1C,Inactive,IC50,76000.0,4.119186407719209
356,118159140,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)[C@@H]1CCCN1C)C2,Inactive,IC50,78100.0,4.1073489661227
357,118159293,O=C(C(F)F)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1,Inactive,IC50,78800.0,4.103473782510445
358,118159408,COCC(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,79500.0,4.0996328713435295
359,118159310,CC1c2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CCN1C(=O)C1CC1,Inactive,IC50,85000.0,4.070581074285707
360,118159242,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(C#N)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,86600.0,4.062482107982653
361,118159299,CC1c2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CCN1S(C)(=O)=O,Inactive,IC50,87000.0,4.060480747381382
362,118159163,CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1C,Inactive,IC50,88000.0,4.055517327849832
363,118159398,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C)C2,Inactive,IC50,90100.0,4.045275209020937
364,118159181,COCC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1C,Inactive,IC50,91000.0,4.040958607678906
365,118159122,CC1c2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2CCN1C(=O)N(C)C,Inactive,IC50,93500.0,4.029188389127482
366,118159325,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)C(F)F)C2C,Inactive,IC50,95000.0,4.022276394711152
367,118159315,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(S(C)(=O)=O)CC2,Inactive,IC50,95600.0,4.0195421077238995
368,118159198,CC(=O)N1CCc2nc(N3CCN(Cc4ccc(F)cc4F)CC3)c(N[C@H]3CCOC3)nc2C1,Inactive,IC50,97800.0,4.009661145212399
369,118159345,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)C(C)N(S(C)(=O)=O)CC2,Inactive,IC50,98000.0,4.008773924307505
370,118159386,CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(C#N)cc4F)CC3)nc2C1,Inactive,IC50,105000.0,3.9788107009300617
371,118180379,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(N[C@@H](C)CCO)nc2C1,Inactive,IC50,107100.0,3.9702105291681447
372,118159383,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)N(C)C)C2C,Inactive,IC50,109600.0,3.9601894458516496
373,118159287,O=C(C(F)F)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,110600.0,3.956244873031321
374,118159237,CO[C@@H](C)C(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1,Inactive,IC50,111000.0,3.9546770212133424
375,118180375,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)C(C)N(C(=O)C(F)F)CC2,Inactive,IC50,115500.0,3.9374180157718373
376,118159238,CC(=O)N1CCc2nc(N3CCN(Cc4ccc(F)cc4F)CC3)c(NC3CC(O)C3)nc2C1,Inactive,IC50,122000.0,3.9136401693252516
377,118159302,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(C#N)cc3F)CC1)CN(C(=O)C1CC1)CC2,Inactive,IC50,122000.0,3.9136401693252516
378,118159338,CC1c2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2CCN1C(=O)C1CC1,Inactive,IC50,126000.0,3.8996294548824375
379,118159269,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)C(F)F)C2,Inactive,IC50,129200.0,3.8887374863409345
380,118159177,COC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,129500.0,3.8877302315827293
381,118159218,COC(=O)N1CCc2nc(NC(C)C)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,131700.0,3.8804142250382165
382,118159150,COc1ccc(OC2CCN(c3nc4c(nc3NC(C)C)CN(C)CC4)CC2)c(F)c1,Inactive,IC50,140200.0,3.8532519863693597
383,118159306,COc1ccc(OC2CCN(c3nc4c(nc3NC3CC3)CCN(C)C4)CC2)c(F)c1,Inactive,IC50,145000.0,3.8386319977650247
384,118159371,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(S(=O)(=O)C(C)C)C2,Inactive,IC50,149000.0,3.826813731587726
385,118159305,CS(=O)(=O)N1CCc2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2C1,Inactive,IC50,163000.0,3.787812395596042
386,118159119,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1C,Inactive,IC50,178000.0,3.7495799976911064
387,118159380,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)C(C)N(C(=O)N(C)C)CC2,Inactive,IC50,179400.0,3.746177561291927
388,118159145,CC(=O)N1CCc2nc(N3CCN(Cc4ccc(F)cc4F)CC3)c(NC3CC(F)C3)nc2C1,Inactive,IC50,185900.0,3.7307206102281016
389,118159373,CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(S(=O)(=O)c4ccc(F)cc4)CC3)nc2C1,Inactive,IC50,187700.0,3.7265357273786535
390,118159363,CC1c2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2CCN1C(=O)C(F)F,Inactive,IC50,193300.0,3.7137681459714473
391,118159142,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(CC(F)F)CC2,Inactive,IC50,199700.0,3.699621935129297
392,118159234,COc1ccc(S(=O)(=O)C2CCN(c3nc4c(nc3NC(C)C)CCN(C(C)=O)C4)CC2)c(F)c1,Inactive,IC50,200200.0,3.6985359268567004
393,118159333,COCC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NCC(F)F)nc2C1C,Inactive,IC50,208000.0,3.681936665037238
394,118159331,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CN(C(=O)C1CC1)CC2,Inactive,IC50,210600.0,3.6765416331505323
395,118159298,CC1c2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CCN1C(=O)C(F)F,Inactive,IC50,212200.0,3.673254620434678
396,118159193,CC(=O)OC1CC(Nc2nc3c(nc2N2CCN(Cc4ccc(F)cc4F)CC2)CCN(C(C)=O)C3)C1,Inactive,IC50,219800.0,3.657972311912528
397,118159336,CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(S(=O)(=O)c4ccccc4F)CC3)nc2C1,Inactive,IC50,247000.0,3.607303046740334
398,118159384,CC(=O)N1CCc2nc(NC(C)C)c(N3CCC(S(=O)(=O)c4cccc(F)c4)CC3)nc2C1,Inactive,IC50,249800.0,3.602407565961883
399,118159258,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)C(C)N(C(=O)C1CC1)CC2,Inactive,IC50,259000.0,3.586700235918748
400,118159199,CC[C@@H](C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(C)=O)C2,Inactive,IC50,319300.0,3.495801081460555
401,118159281,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)C1CC1)C2,Inactive,IC50,340200.0,3.4682656907234497
402,118159155,COc1cccc(S(=O)(=O)C2CCN(c3nc4c(nc3NC(C)C)CCN(C(C)=O)C4)CC2)c1,Inactive,IC50,341500.0,3.466609291982449
403,118159118,CC(=O)N1CCc2nc(N3CCN(Cc4ccc(C#N)cc4F)CC3)c(NC(C)C)nc2C1,Inactive,IC50,362900.0,3.440213031799444
404,118159228,CC(C)Nc1nc2c(nc1N1CCC(Oc3ccc(F)cc3F)CC1)CCN(C(=O)N1CCCC1)C2,Inactive,IC50,391000.0,3.407823242604133
405,118159128,CC(=O)OC1CC(Nc2nc3c(nc2N2CCC(Oc4ccc(F)cc4F)CC2)CCN(C(C)=O)C3)C1,Inactive,IC50,603900.0,3.219034970391683
